name,effectDays,infectReduct,reduceHosp,reduceIcu,reduceMort,reduceSympt,riskReduct,waneRate,waneRateOut
cur_2,14,0.398436069,0.820095707,0.8916363690000001,0.9448341790000001,0.670810887,0.398436069,0.02034824,0.012256088
cur_2_60,14,0.354416213,0.790724619,0.872123778,0.9341937220000001,0.628119434,0.354416213,0.02034824,0.012256088
cur_2_70,14,0.312751743,0.7579908790000001,0.8497020059999999,0.921677882,0.58335339,0.312751743,0.02034824,0.012256088
cur_3,14,0.450275239,0.849338617,0.9105193659999999,0.95491587,0.715913777,0.450275239,0.013364336000000001,0.005272184
cur_3_60,14,0.404378047,0.8237154720000001,0.894002746,0.94610907,0.676248565,0.404378047,0.013364336000000001,0.005272184
cur_3_70,14,0.36011644200000004,0.794802873,0.874866795,0.935703462,0.633899336,0.36011644200000004,0.013364336000000001,0.005272184
recover,0,0.933583067,0.988243207,0.993452269,0.996843618,0.974076918,0.933583067,0.008723054000000001,0.008723054000000001
recover_60,0,0.9055116540000001,0.983345054,0.990703918,0.995512325,0.963494775,0.9055116540000001,0.008723054000000001,0.008723054000000001
recover_70,0,0.7897767490000001,0.959521238,0.9771620040000001,0.9888964729999999,0.91376646,0.7897767490000001,0.008723054000000001,0.008723054000000001
