name,effectDays,infectReduct,reduceHosp,reduceIcu,reduceMort,reduceSympt,riskReduct,waneRate,waneRateOut
cur_2,14,0.457018582,0.851377831,0.919855425,0.9598241609999999,0.668164151,0.457018582,0.022864401,0.012666961000000001
cur_2_60,14,0.42119924,0.832011037,0.9084523659999999,0.953822417,0.635154008,0.42119924,0.022864401,0.012666961000000001
cur_2_70,14,0.386196626,0.810685687,0.895613384,0.946974908,0.600828049,0.386196626,0.022864401,0.012666961000000001
cur_3,14,0.48673762,0.8658482209999999,0.9282207,0.9641800620000001,0.6940627890000001,0.48673762,0.018942568,0.008745128000000001
cur_3_60,14,0.450521647,0.8480304670000001,0.917901634,0.9588011009999999,0.662326964,0.450521647,0.018942568,0.008745128000000001
cur_3_70,14,0.41482870899999996,0.8283190840000001,0.906251096,0.952655218,0.629064496,0.41482870899999996,0.018942568,0.008745128000000001
recover,0,0.884555013,0.926922012,0.9428477679999999,0.9630309020000001,0.911622308,0.884555013,0.0057000390000000005,0.0057000390000000005
recover_60,0,0.793694328,0.864290355,0.892279094,0.92897514,0.8381673609999999,0.793694328,0.0057000390000000005,0.0057000390000000005
recover_70,0,0.793694328,0.864290355,0.892279094,0.92897514,0.8381673609999999,0.793694328,0.0057000390000000005,0.0057000390000000005
