R5,R12,R18,R60,U5,U12,U18,U60,R5_2,R12_2,R18_2,R60_2,U5_2,U12_2,U18_2,U60_2,R18_3,R60_3,U18_3,U60_3
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.3,2.533333333333333,0.36666666666666664,0.0,0.26666666666666666,2.2,0.3,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0
0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.9666666666666667,2.3333333333333335,0.2,0.0,0.5,0.8666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0
